"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","C2021_COB_58","C2021_COB_58_NAME","C2021_COB_58_CODE","C2021_COB_58_TYPE","C2021_COB_58_TYPECODE","C2021_COB_58_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2021","2021","2021","date",0,0,"650117188","Coventry","E08000026","2022 local authorities: counties",155,67,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",997,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117188d31d20100",67,174
"2021","2021","2021","date",0,0,"650117189","Dudley","E08000027","2022 local authorities: counties",155,68,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",386,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117189d31d20100",68,174
"2021","2021","2021","date",0,0,"650117190","Sandwell","E08000028","2022 local authorities: counties",155,69,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",749,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117190d31d20100",69,174
"2021","2021","2021","date",0,0,"650117191","Solihull","E08000029","2022 local authorities: counties",155,70,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",301,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117191d31d20100",70,174
"2021","2021","2021","date",0,0,"650117192","Walsall","E08000030","2022 local authorities: counties",155,71,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",209,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117192d31d20100",71,174
"2021","2021","2021","date",0,0,"650117193","Wolverhampton","E08000031","2022 local authorities: counties",155,72,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",426,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117193d31d20100",72,174
"2021","2021","2021","date",0,0,"650117194","Worcestershire","E10000034","2022 local authorities: counties",155,73,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",268,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117194d31d20100",73,174
"2021","2021","2021","date",0,0,"650117195","Bedford","E06000055","2022 local authorities: counties",155,74,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",128,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117195d31d20100",74,174
"2021","2021","2021","date",0,0,"650117196","Central Bedfordshire","E06000056","2022 local authorities: counties",155,75,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",181,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117196d31d20100",75,174
"2021","2021","2021","date",0,0,"650117197","Luton","E06000032","2022 local authorities: counties",155,76,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",231,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117197d31d20100",76,174
"2021","2021","2021","date",0,0,"650117198","Peterborough","E06000031","2022 local authorities: counties",155,77,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",265,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117198d31d20100",77,174
"2021","2021","2021","date",0,0,"650117199","Southend-on-Sea","E06000033","2022 local authorities: counties",155,78,"31","Middle East and Asia: Middle East: Iran","_31","Country of birth",1000000,0,"20100","Value",119,"A","Normal Value","F","Free (free for publication)","Nm-2032d1d32336e0d650117199d31d20100",78,174
