SERIALNO,POBP,ANC1P,ANC2P,RAC1P,HISP,SEX,AGEP,PWGTP,POBP_SP,ANC1P_SP,ANC2P_SP,RAC1P_SP,HISP_SP,RELSHIPP_SP,gen,gender,partnership_type,age_group,spouse_iran,spouse_mena,spouse_white,spouse_hsp,spouse,PERWT,AGE,BPL,ANCESTR1,ANCESTR2,RACE,HISPAN,BPL_SP,ANCESTR1_SP,ANCESTR2_SP,RACE_SP,HISPAN_SP
2023HU0450762,6,416,88,1,1,2,38,15,6,999,999,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,15,38,6,416,88,1,1,6,999,999,1,1
2023HU0496295,212,416,999,1,1,1,74,11,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,11,74,212,416,999,1,1,212,416,999,1,1
2023HU0500615,36,416,999,1,1,1,29,12,109,416,999,1,1,21,2nd gen,Male,Married,20-29,Yes,Yes,Yes,No,Iranian,12,29,36,416,999,1,1,109,416,999,1,1
2023HU0557204,212,416,999,1,1,1,47,12,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,12,47,212,416,999,1,1,212,416,999,1,1
2022HU0052187,212,416,999,1,1,1,54,17,110,32,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,17,54,212,416,999,1,1,110,32,999,1,1
2022HU0190162,36,416,419,9,1,2,29,8,214,419,998,9,1,21,2nd gen,Female,Married,20-29,No,Yes,No,No,Other MENA,8,29,36,416,419,9,1,214,419,998,9,1
2022HU0214546,212,416,999,1,1,1,39,26,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,26,39,212,416,999,1,1,212,416,999,1,1
2022HU1111467,212,416,999,9,1,1,87,26,17,50,22,1,1,21,1st gen,Male,Married,80-89,No,No,Yes,No,Other White,26,87,212,416,999,9,1,17,50,22,1,1
2022HU1133380,108,24,416,9,1,1,43,65,301,195,795,9,1,21,2nd gen,Male,Married,40-49,No,No,No,No,Other,65,43,108,24,416,9,1,301,195,795,9,1
2022HU1146675,6,419,416,9,2,1,33,51,6,419,144,1,1,21,2nd gen,Male,Married,30-39,No,Yes,Yes,No,Other MENA,51,33,6,419,416,9,2,6,419,144,1,1
2022HU1436896,36,416,142,1,1,2,45,11,26,51,24,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,11,45,36,416,142,1,1,26,51,24,1,1
2023HU0042700,212,26,999,1,1,1,41,19,240,782,999,6,1,21,1st gen,Male,Married,40-49,No,No,No,No,Other,19,41,212,26,999,1,1,240,782,999,6,1
2020HU0760603,212,416,940,1,1,1,43,5,48,32,97,9,23,22,1st gen,Male,Unmarried partner,40-49,No,No,No,Yes,Hispanic,5,43,212,416,940,1,1,48,32,97,9,23
2020HU0940437,26,416,88,1,1,1,61,5,39,22,50,1,1,21,2nd gen,Male,Married,60-69,No,No,Yes,No,Other White,5,61,26,416,88,1,1,39,22,50,1,1
2021HU0149919,212,416,999,1,1,1,64,9,110,32,999,1,1,21,1st gen,Male,Married,60-69,No,No,Yes,No,Other White,9,64,212,416,999,1,1,110,32,999,1,1
2021HU0290299,212,416,999,1,1,1,59,24,42,50,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,24,59,212,416,999,1,1,42,50,999,1,1
2023HU1066463,212,416,999,1,1,1,45,11,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,11,45,212,416,999,1,1,212,416,999,1,1
2024HU0577288,212,416,999,1,1,2,56,2,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,2,56,212,416,999,1,1,212,416,999,1,1
2024HU0651269,6,416,26,1,1,2,36,107,53,98,50,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,107,36,6,416,26,1,1,53,98,50,1,1
2024HU0671616,212,416,999,1,1,1,65,18,247,706,999,6,1,21,1st gen,Male,Married,60-69,No,No,No,No,Other,18,65,212,416,999,1,1,247,706,999,6,1
2024HU0871540,6,416,82,9,1,1,41,15,212,416,999,9,1,21,2nd gen,Male,Married,40-49,Yes,Yes,No,No,Iranian,15,41,6,416,82,9,1,212,416,999,9,1
2024HU1026805,212,416,999,1,1,1,65,18,207,706,999,6,1,21,1st gen,Male,Married,60-69,No,No,No,No,Other,18,65,212,416,999,1,1,207,706,999,6,1
2020HU0569007,212,416,999,1,1,1,73,37,28,21,999,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,37,73,212,416,999,1,1,28,21,999,1,1
2020HU0992030,212,416,999,9,1,1,33,37,212,416,999,9,1,21,1st gen,Male,Married,30-39,Yes,Yes,No,No,Iranian,37,33,212,416,999,9,1,212,416,999,9,1
2021HU0232509,212,416,999,1,1,1,31,14,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,14,31,212,416,999,1,1,212,416,999,1,1
2021HU0325111,17,195,416,1,1,1,69,12,19,924,999,1,1,21,2nd gen,Male,Married,60-69,No,No,Yes,No,Other White,12,69,17,195,416,1,1,19,924,999,1,1
2021HU0481922,212,416,999,1,1,2,45,85,11,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,85,45,212,416,999,1,1,11,416,999,1,1
2021HU0980996,212,416,999,1,1,2,32,18,364,234,999,8,16,21,1st gen,Female,Married,30-39,No,No,No,Yes,Hispanic,18,32,212,416,999,1,1,364,234,999,8,16
2022HU0218797,212,416,999,1,1,2,32,11,212,416,999,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,11,32,212,416,999,1,1,212,416,999,1,1
2022HU1299878,212,416,999,1,1,1,62,23,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,23,62,212,416,999,1,1,212,416,999,1,1
2022HU1416363,19,939,416,1,1,2,37,28,19,939,999,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,28,37,19,939,416,1,1,19,939,999,1,1
2023HU0297285,1,416,32,1,1,1,38,24,19,82,999,1,1,21,2nd gen,Male,Married,30-39,No,No,Yes,No,Other White,24,38,1,416,32,1,1,19,82,999,1,1
2023HU0790151,212,416,999,1,1,2,63,71,19,924,999,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,71,63,212,416,999,1,1,19,924,999,1,1
2024HU0852042,212,416,999,1,1,1,76,4,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,4,76,212,416,999,1,1,212,416,999,1,1
2024HU1240410,212,416,999,1,1,1,83,18,51,22,50,1,1,21,1st gen,Male,Married,80-89,No,No,Yes,No,Other White,18,83,212,416,999,1,1,51,22,50,1,1
2020HU0427599,40,416,22,1,1,1,60,19,48,22,50,1,1,22,2nd gen,Male,Unmarried partner,60-69,No,No,Yes,No,Other White,19,60,40,416,22,1,1,48,22,50,1,1
2021HU0741311,212,483,999,1,1,1,53,12,34,51,50,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,12,53,212,483,999,1,1,34,51,50,1,1
2021HU0903277,212,416,999,1,1,1,49,15,49,22,999,1,1,21,1st gen,Male,Married,40-49,No,No,Yes,No,Other White,15,49,212,416,999,1,1,49,22,999,1,1
2022HU0280047,212,416,999,1,1,1,66,13,233,720,999,6,1,21,1st gen,Male,Married,60-69,No,No,No,No,Other,13,66,212,416,999,1,1,233,720,999,6,1
2023HU0796776,212,416,999,1,1,1,37,15,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,15,37,212,416,999,1,1,212,416,999,1,1
2023HU0851233,6,416,999,1,1,2,49,12,6,50,32,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,12,49,6,416,999,1,1,6,50,32,1,1
2020HU0049292,42,129,416,1,1,1,55,16,226,785,999,6,1,21,2nd gen,Male,Married,50-59,No,No,No,No,Other,16,55,42,129,416,1,1,226,785,999,6,1
2020HU0160739,212,416,999,1,1,1,75,4,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,4,75,212,416,999,1,1,212,416,999,1,1
2020HU0171901,210,416,999,9,1,1,83,5,139,22,999,1,1,21,2nd gen,Male,Married,80-89,No,No,Yes,No,Other White,5,83,210,416,999,9,1,139,22,999,1,1
2020HU0234985,210,998,416,6,1,2,37,110,210,998,416,6,1,21,2nd gen,Female,Married,30-39,Yes,Yes,No,No,Iranian,110,37,210,998,416,6,1,210,998,416,6,1
2020HU0269700,17,148,416,1,1,1,45,7,17,32,22,1,1,21,2nd gen,Male,Married,40-49,No,No,Yes,No,Other White,7,45,17,148,416,1,1,17,32,22,1,1
2020HU0296405,212,416,999,1,1,1,34,9,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,9,34,212,416,999,1,1,212,416,999,1,1
2020HU0335565,212,416,999,1,1,1,69,4,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,4,69,212,416,999,1,1,212,416,999,1,1
2020HU0381382,301,416,226,1,11,1,32,7,301,51,999,1,1,21,2nd gen,Male,Married,30-39,No,No,Yes,No,Other White,7,32,301,416,226,1,11,301,51,999,1,1
2020HU0497491,212,416,999,1,1,2,63,5,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,5,63,212,416,999,1,1,212,416,999,1,1
2020HU0605779,212,483,999,1,1,2,51,23,17,32,999,1,1,21,1st gen,Female,Married,50-59,No,No,Yes,No,Other White,23,51,212,483,999,1,1,17,32,999,1,1
2020HU0643728,17,32,416,1,1,2,52,22,110,32,999,1,1,22,2nd gen,Female,Unmarried partner,50-59,No,No,Yes,No,Other White,22,52,17,32,416,1,1,110,32,999,1,1
2020HU0680917,212,416,999,1,1,1,56,16,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,16,56,212,416,999,1,1,212,416,999,1,1
2020HU0689636,212,490,999,1,1,1,62,38,212,490,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,38,62,212,490,999,1,1,212,490,999,1,1
2020HU0692878,212,237,999,1,1,1,55,14,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,14,55,212,237,999,1,1,212,416,999,1,1
2020HU0762128,36,416,999,1,1,2,49,42,17,32,999,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,42,49,36,416,999,1,1,17,32,999,1,1
2020HU0763268,212,416,999,1,1,2,37,14,21,22,26,1,1,21,1st gen,Female,Married,30-39,No,No,Yes,No,Other White,14,37,212,416,999,1,1,21,22,26,1,1
2020HU1076711,17,416,999,1,1,1,57,15,212,416,999,1,1,21,2nd gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,15,57,17,416,999,1,1,212,416,999,1,1
2020HU1079936,212,416,999,1,1,1,50,8,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,8,50,212,416,999,1,1,212,416,999,1,1
2020HU1119927,212,416,999,1,1,1,78,3,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,3,78,212,416,999,1,1,212,416,999,1,1
2021HU0060460,212,416,999,1,1,1,71,64,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,64,71,212,416,999,1,1,212,416,999,1,1
2021HU0115634,212,416,999,1,1,1,73,15,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,15,73,212,416,999,1,1,212,416,999,1,1
2021HU0265336,212,416,999,1,1,2,37,18,17,22,50,1,1,21,1st gen,Female,Married,30-39,No,No,Yes,No,Other White,18,37,212,416,999,1,1,17,22,50,1,1
2021HU0267990,212,416,999,1,1,1,75,7,17,996,999,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,7,75,212,416,999,1,1,17,996,999,1,1
2021HU0295829,212,416,999,1,1,1,46,37,17,465,999,1,1,21,1st gen,Male,Married,40-49,No,Yes,Yes,No,Other MENA,37,46,212,416,999,1,1,17,465,999,1,1
2021HU0299686,212,416,999,1,1,1,43,32,6,924,999,1,1,21,1st gen,Male,Married,40-49,No,No,Yes,No,Other White,32,43,212,416,999,1,1,6,924,999,1,1
2021HU0319287,427,416,999,1,1,1,50,15,231,416,999,1,1,21,2nd gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,15,50,427,416,999,1,1,231,416,999,1,1
2021HU0354621,212,416,999,1,1,2,66,13,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,13,66,212,416,999,1,1,212,416,999,1,1
2021HU0413258,212,416,999,9,1,1,31,22,212,999,999,9,1,21,1st gen,Male,Married,30-39,Yes,No,No,No,Iranian,22,31,212,416,999,9,1,212,999,999,9,1
2021HU0429505,212,416,999,9,1,2,47,14,303,210,999,9,2,21,1st gen,Female,Married,40-49,No,No,No,Yes,Hispanic,14,47,212,416,999,9,1,303,210,999,9,2
2021HU0475543,212,416,999,1,1,1,50,11,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,11,50,212,416,999,1,1,212,416,999,1,1
2021HU0495177,17,416,999,9,1,1,33,22,20,50,32,1,1,21,2nd gen,Male,Married,30-39,No,No,Yes,No,Other White,22,33,17,416,999,9,1,20,50,32,1,1
2021HU0562726,17,142,416,1,1,1,35,34,17,32,89,9,1,22,2nd gen,Male,Unmarried partner,30-39,No,No,No,No,Other,34,35,17,142,416,1,1,17,32,89,9,1
2021HU0677632,17,416,999,1,1,2,34,16,17,924,999,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,16,34,17,416,999,1,1,17,924,999,1,1
2021HU0773220,212,416,999,1,1,1,65,19,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,19,65,212,416,999,1,1,212,416,999,1,1
2021HU0810514,212,416,999,9,1,2,28,23,212,416,999,9,1,22,1st gen,Female,Unmarried partner,20-29,Yes,Yes,No,No,Iranian,23,28,212,416,999,9,1,212,416,999,9,1
2021HU0838139,212,416,999,1,1,1,35,16,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,16,35,212,416,999,1,1,212,416,999,1,1
2021HU0905822,212,416,999,1,1,1,42,19,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,19,42,212,416,999,1,1,212,416,999,1,1
2021HU0972099,212,416,999,1,1,1,62,25,26,32,50,9,1,21,1st gen,Male,Married,60-69,No,No,No,No,Other,25,62,212,416,999,1,1,26,32,50,9,1
2021HU1044038,17,88,416,1,1,2,32,46,17,142,32,1,1,22,2nd gen,Female,Unmarried partner,30-39,No,No,Yes,No,Other White,46,32,17,88,416,1,1,17,142,32,1,1
2021HU1237228,17,416,50,9,1,2,35,10,9,51,22,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,10,35,17,416,50,9,1,9,51,22,1,1
2021HU1303139,212,999,999,1,1,2,40,14,31,999,999,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,14,40,212,999,999,1,1,31,999,999,1,1
2021HU1394381,17,416,32,1,1,2,33,8,17,996,999,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,8,33,17,416,32,1,1,17,996,999,1,1
2021HU1394650,212,416,999,1,1,1,38,25,212,999,999,1,1,21,1st gen,Male,Married,30-39,Yes,No,Yes,No,Iranian,25,38,212,416,999,1,1,212,999,999,1,1
2022HU0050134,212,416,999,1,1,2,30,17,212,416,999,1,1,22,1st gen,Female,Unmarried partner,30-39,Yes,Yes,Yes,No,Iranian,17,30,212,416,999,1,1,212,416,999,1,1
2022HU0097159,212,483,999,1,1,1,51,24,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,24,51,212,483,999,1,1,212,416,999,1,1
2022HU0145376,26,416,999,1,1,2,39,15,36,416,999,1,1,21,2nd gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,15,39,26,416,999,1,1,36,416,999,1,1
2022HU0146882,212,996,999,1,1,1,64,11,212,996,999,1,1,21,1st gen,Male,Married,60-69,Yes,No,Yes,No,Iranian,11,64,212,996,999,1,1,212,996,999,1,1
2022HU0177334,212,416,999,1,1,1,66,18,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,18,66,212,416,999,1,1,212,416,999,1,1
2022HU0271905,9,416,88,1,1,2,25,13,25,707,50,9,1,22,2nd gen,Female,Unmarried partner,20-29,No,No,No,No,Other,13,25,9,416,88,1,1,25,707,50,9,1
2022HU0288407,27,11,416,9,1,2,30,13,17,210,999,8,2,21,2nd gen,Female,Married,30-39,No,No,No,Yes,Hispanic,13,30,27,11,416,9,1,17,210,999,8,2
2022HU0294821,212,416,999,1,1,1,38,13,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,13,38,212,416,999,1,1,212,416,999,1,1
2022HU0484559,212,416,999,1,1,1,42,38,243,434,999,1,1,21,1st gen,Male,Married,40-49,No,Yes,Yes,No,Other MENA,38,42,212,416,999,1,1,243,434,999,1,1
2022HU0522657,212,416,999,1,1,1,73,24,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,24,73,212,416,999,1,1,212,416,999,1,1
2022HU0536988,212,416,999,1,1,1,41,13,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,13,41,212,416,999,1,1,212,416,999,1,1
2022HU0563886,212,416,999,1,1,1,61,19,17,20,142,1,1,21,1st gen,Male,Married,60-69,No,No,Yes,No,Other White,19,61,212,416,999,1,1,17,20,142,1,1
2022HU0601809,110,416,999,1,1,1,53,12,17,11,999,1,1,21,2nd gen,Male,Married,50-59,No,No,Yes,No,Other White,12,53,110,416,999,1,1,17,11,999,1,1
2022HU0609510,17,416,999,1,1,1,29,24,17,50,51,1,1,22,2nd gen,Male,Unmarried partner,20-29,No,No,Yes,No,Other White,24,29,17,416,999,1,1,17,50,51,1,1
2022HU0773730,12,416,999,1,1,1,31,39,17,51,32,1,1,22,2nd gen,Male,Unmarried partner,30-39,No,No,Yes,No,Other White,39,31,12,416,999,1,1,17,51,32,1,1
2022HU0873846,17,416,999,9,1,1,32,8,6,210,999,3,2,21,2nd gen,Male,Married,30-39,No,No,No,Yes,Hispanic,8,32,17,416,999,9,1,6,210,999,3,2
2022HU0959296,17,261,416,9,3,1,32,8,17,32,22,1,1,21,2nd gen,Male,Married,30-39,No,No,Yes,No,Other White,8,32,17,261,416,9,3,17,32,22,1,1
2022HU0970921,212,416,999,1,1,1,61,16,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,16,61,212,416,999,1,1,212,416,999,1,1
2022HU1023119,212,416,999,1,1,1,58,24,212,416,999,1,1,22,1st gen,Male,Unmarried partner,50-59,Yes,Yes,Yes,No,Iranian,24,58,212,416,999,1,1,212,416,999,1,1
2022HU1038874,212,416,999,9,1,1,79,11,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,11,79,212,416,999,9,1,212,416,999,1,1
2022HU1039536,17,416,999,1,1,2,30,12,41,999,999,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,12,30,17,416,999,1,1,41,999,999,1,1
2022HU1082017,212,416,999,1,1,1,75,14,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,14,75,212,416,999,1,1,212,416,999,1,1
2022HU1147930,212,924,416,1,1,1,32,27,212,924,416,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,27,32,212,924,416,1,1,212,924,416,1,1
2022HU1248883,17,416,999,1,1,2,70,20,17,416,999,1,1,21,2nd gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,20,70,17,416,999,1,1,17,416,999,1,1
2022HU1315486,212,416,999,1,1,1,77,12,164,171,999,1,1,22,1st gen,Male,Unmarried partner,70-79,No,No,Yes,No,Other White,12,77,212,416,999,1,1,164,171,999,1,1
2022HU1319872,17,416,999,1,1,2,33,22,26,465,999,1,1,22,2nd gen,Female,Unmarried partner,30-39,No,Yes,Yes,No,Other MENA,22,33,17,416,999,1,1,26,465,999,1,1
2022HU1389584,212,416,999,1,1,1,80,15,212,416,999,1,1,21,1st gen,Male,Married,80-89,Yes,Yes,Yes,No,Iranian,15,80,212,416,999,1,1,212,416,999,1,1
2023HU0013669,212,416,999,9,1,1,72,29,212,416,999,9,1,21,1st gen,Male,Married,70-79,Yes,Yes,No,No,Iranian,29,72,212,416,999,9,1,212,416,999,9,1
2023HU0022961,212,496,999,1,1,1,33,75,212,416,999,1,1,22,1st gen,Male,Unmarried partner,30-39,Yes,Yes,Yes,No,Iranian,75,33,212,496,999,1,1,212,416,999,1,1
2023HU0048520,212,416,999,1,1,1,40,24,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,24,40,212,416,999,1,1,212,416,999,1,1
2023HU0091349,17,416,999,1,1,2,44,13,17,111,999,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,13,44,17,416,999,1,1,17,111,999,1,1
2023HU0139348,212,999,999,1,1,1,89,21,212,999,999,1,1,21,1st gen,Male,Married,80-89,Yes,No,Yes,No,Iranian,21,89,212,999,999,1,1,212,999,999,1,1
2023HU0201108,17,32,416,1,1,1,39,8,110,32,999,1,1,21,2nd gen,Male,Married,30-39,No,No,Yes,No,Other White,8,39,17,32,416,1,1,110,32,999,1,1
2023HU0251214,212,416,999,1,1,1,50,15,212,999,999,1,1,21,1st gen,Male,Married,50-59,Yes,No,Yes,No,Iranian,15,50,212,416,999,1,1,212,999,999,1,1
2023HU0368078,212,431,999,1,1,2,46,15,212,431,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,15,46,212,431,999,1,1,212,431,999,1,1
2023HU0386709,212,416,999,1,1,1,76,10,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,10,76,212,416,999,1,1,212,416,999,1,1
2023HU0388470,212,416,999,1,1,1,39,33,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,33,39,212,416,999,1,1,212,416,999,1,1
2023HU0422480,212,416,999,1,1,1,33,40,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,40,33,212,416,999,1,1,212,416,999,1,1
2023HU0483821,212,431,999,9,1,1,49,1,17,924,999,1,1,21,1st gen,Male,Married,40-49,No,No,Yes,No,Other White,1,49,212,431,999,9,1,17,924,999,1,1
2023HU0576162,212,999,999,6,1,1,66,9,212,416,999,6,1,21,1st gen,Male,Married,60-69,Yes,Yes,No,No,Iranian,9,66,212,999,999,6,1,212,416,999,6,1
2023HU0620541,212,490,999,1,1,1,42,18,212,490,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,18,42,212,490,999,1,1,212,490,999,1,1
2023HU0624344,212,416,999,1,1,2,56,13,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,13,56,212,416,999,1,1,212,416,999,1,1
2023HU0637905,41,416,999,1,1,2,43,55,231,650,680,9,1,21,2nd gen,Female,Married,40-49,No,No,No,No,Other,55,43,41,416,999,1,1,231,650,680,9,1
2023HU0812081,17,434,416,1,1,1,67,29,17,32,999,1,1,21,2nd gen,Male,Married,60-69,No,No,Yes,No,Other White,29,67,17,434,416,1,1,17,32,999,1,1
2023HU0828695,17,416,720,9,1,2,29,20,17,210,999,8,2,22,2nd gen,Female,Unmarried partner,20-29,No,No,No,Yes,Hispanic,20,29,17,416,720,9,1,17,210,999,8,2
2023HU0849482,212,416,999,1,1,1,74,20,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,20,74,212,416,999,1,1,212,416,999,1,1
2023HU0908998,212,416,999,1,1,1,68,12,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,12,68,212,416,999,1,1,212,416,999,1,1
2023HU0983852,212,416,999,1,1,1,29,21,212,416,999,1,1,21,1st gen,Male,Married,20-29,Yes,Yes,Yes,No,Iranian,21,29,212,416,999,1,1,212,416,999,1,1
2023HU1049249,17,416,51,1,1,2,28,17,17,142,999,1,1,21,2nd gen,Female,Married,20-29,No,No,Yes,No,Other White,17,28,17,416,51,1,1,17,142,999,1,1
2023HU1065670,212,999,999,1,1,1,30,14,39,999,999,1,1,22,1st gen,Male,Unmarried partner,30-39,No,No,Yes,No,Other White,14,30,212,999,999,1,1,39,999,999,1,1
2023HU1103505,212,416,999,1,1,1,42,13,303,210,999,9,2,21,1st gen,Male,Married,40-49,No,No,No,Yes,Hispanic,13,42,212,416,999,1,1,303,210,999,9,2
2023HU1174237,212,416,999,1,1,1,57,8,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,8,57,212,416,999,1,1,212,416,999,1,1
2023HU1177164,212,416,999,1,1,2,54,15,212,416,999,1,1,22,1st gen,Female,Unmarried partner,50-59,Yes,Yes,Yes,No,Iranian,15,54,212,416,999,1,1,212,416,999,1,1
2023HU1232419,212,416,999,1,1,1,68,17,303,210,999,9,2,21,1st gen,Male,Married,60-69,No,No,No,Yes,Hispanic,17,68,212,416,999,1,1,303,210,999,9,2
2023HU1347900,212,999,999,1,1,1,48,14,212,999,999,1,1,21,1st gen,Male,Married,40-49,Yes,No,Yes,No,Iranian,14,48,212,999,999,1,1,212,999,999,1,1
2023HU1364669,212,416,999,1,1,2,68,20,45,22,50,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,20,68,212,416,999,1,1,45,22,50,1,1
2023HU1370358,48,416,999,1,1,1,36,19,212,416,999,1,1,21,2nd gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,19,36,48,416,999,1,1,212,416,999,1,1
2023HU1398680,17,917,416,9,1,1,47,18,17,32,50,1,1,21,2nd gen,Male,Married,40-49,No,No,Yes,No,Other White,18,47,17,917,416,9,1,17,32,50,1,1
2023HU1455094,212,416,999,1,1,2,61,17,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,17,61,212,416,999,1,1,212,416,999,1,1
2024HU0052037,212,416,999,1,1,1,50,17,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,17,50,212,416,999,1,1,212,416,999,1,1
2024HU0094849,212,416,999,9,1,1,41,23,212,416,999,9,1,21,1st gen,Male,Married,40-49,Yes,Yes,No,No,Iranian,23,41,212,416,999,9,1,212,416,999,9,1
2024HU0190392,212,999,999,1,1,2,43,14,17,999,999,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,14,43,212,999,999,1,1,17,999,999,1,1
2024HU0195209,17,416,939,9,1,2,28,20,55,195,939,1,1,22,2nd gen,Female,Unmarried partner,20-29,No,No,Yes,No,Other White,20,28,17,416,939,9,1,55,195,939,1,1
2024HU0195614,212,416,999,1,1,1,72,23,212,416,999,1,1,22,1st gen,Male,Unmarried partner,70-79,Yes,Yes,Yes,No,Iranian,23,72,212,416,999,1,1,212,416,999,1,1
2024HU0232623,212,416,999,9,1,1,69,72,212,416,999,9,1,21,1st gen,Male,Married,60-69,Yes,Yes,No,No,Iranian,72,69,212,416,999,9,1,212,416,999,9,1
