SERIALNO,POBP,ANC1P,ANC2P,RAC1P,HISP,SEX,AGEP,PWGTP,POBP_SP,ANC1P_SP,ANC2P_SP,RAC1P_SP,HISP_SP,RELSHIPP_SP,gen,gender,partnership_type,age_group,spouse_iran,spouse_mena,spouse_white,spouse_hsp,spouse,PERWT,AGE,BPL,ANCESTR1,ANCESTR2,RACE,HISPAN,BPL_SP,ANCESTR1_SP,ANCESTR2_SP,RACE_SP,HISPAN_SP
2024HU1385329,212,416,999,1,1,2,47,14,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,14,47,212,416,999,1,1,212,416,999,1,1
2024HU1424764,9,50,416,1,1,2,51,14,9,142,50,1,1,21,2nd gen,Female,Married,50-59,No,No,Yes,No,Other White,14,51,9,50,416,1,1,9,142,50,1,1
2020HU0010726,212,416,999,1,1,1,41,1,27,615,999,6,1,21,1st gen,Male,Married,40-49,No,No,No,No,Other,1,41,212,416,999,1,1,27,615,999,6,1
2020HU0099549,212,416,999,1,1,2,35,7,25,680,999,6,1,21,1st gen,Female,Married,30-39,No,No,No,No,Other,7,35,212,416,999,1,1,25,680,999,6,1
2020HU0286774,212,416,999,1,1,2,40,46,312,226,227,9,11,21,1st gen,Female,Married,40-49,No,No,No,Yes,Hispanic,46,40,212,416,999,1,1,312,226,227,9,11
2020HU0341888,212,416,999,1,1,2,38,36,36,125,999,1,1,22,1st gen,Female,Unmarried partner,30-39,No,No,Yes,No,Other White,36,38,212,416,999,1,1,36,125,999,1,1
2020HU0359983,212,416,999,1,1,1,36,70,42,32,50,1,1,22,1st gen,Male,Unmarried partner,30-39,No,No,Yes,No,Other White,70,36,212,416,999,1,1,42,32,50,1,1
2020HU0392259,48,416,999,9,1,1,36,7,231,680,999,6,1,21,2nd gen,Male,Married,30-39,No,No,No,No,Other,7,36,48,416,999,9,1,231,680,999,6,1
2020HU0398464,212,416,999,1,1,1,51,20,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,20,51,212,416,999,1,1,212,416,999,1,1
2020HU0529496,6,416,999,1,1,1,56,6,29,51,50,1,1,21,2nd gen,Male,Married,50-59,No,No,Yes,No,Other White,6,56,6,416,999,1,1,29,51,50,1,1
2020HU0543706,212,416,999,1,1,1,39,13,212,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,13,39,212,416,999,1,1,212,416,999,1,1
2020HU0577555,4,416,434,1,1,1,31,7,34,902,999,2,1,22,2nd gen,Male,Unmarried partner,30-39,No,No,No,No,Other,7,31,4,416,434,1,1,34,902,999,2,1
2020HU0924737,212,171,999,1,1,2,26,4,11,50,32,1,1,22,1st gen,Female,Unmarried partner,20-29,No,No,Yes,No,Other White,4,26,212,171,999,1,1,11,50,32,1,1
2020HU1032806,212,416,999,9,1,2,55,21,212,416,999,9,1,21,1st gen,Female,Married,50-59,Yes,Yes,No,No,Iranian,21,55,212,416,999,9,1,212,416,999,9,1
2021HU0059062,109,26,416,1,1,2,44,15,1,26,88,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,15,44,109,26,416,1,1,1,26,88,1,1
2021HU0326053,212,82,32,1,1,1,52,21,8,291,171,9,24,23,1st gen,Male,Married,50-59,No,No,No,Yes,Hispanic,21,52,212,82,32,1,1,8,291,171,9,24
2021HU0387280,212,416,999,1,1,1,43,14,6,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,14,43,212,416,999,1,1,6,416,999,1,1
2021HU0418075,212,416,999,1,1,1,60,9,6,902,88,9,1,21,1st gen,Male,Married,60-69,No,No,No,No,Other,9,60,212,416,999,1,1,6,902,88,9,1
2021HU0515122,20,416,999,1,1,2,47,7,2,50,91,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,7,47,20,416,999,1,1,2,50,91,1,1
2021HU0580468,212,416,999,1,1,2,66,13,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,13,66,212,416,999,1,1,212,416,999,1,1
2021HU0743502,212,416,999,1,1,1,57,20,449,11,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,20,57,212,416,999,1,1,449,11,999,1,1
2021HU0928512,212,416,999,1,1,2,37,10,51,416,999,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,10,37,212,416,999,1,1,51,416,999,1,1
2023HU0771368,53,416,999,1,1,2,26,29,6,924,32,1,1,21,2nd gen,Female,Married,20-29,No,No,Yes,No,Other White,29,26,53,416,999,1,1,6,924,32,1,1
2023HU1007694,25,416,999,1,1,2,37,20,49,22,32,1,1,22,2nd gen,Female,Unmarried partner,30-39,No,No,Yes,No,Other White,20,37,25,416,999,1,1,49,22,32,1,1
2023HU1095073,212,416,999,9,1,2,57,9,212,416,999,9,1,21,1st gen,Female,Married,50-59,Yes,Yes,No,No,Iranian,9,57,212,416,999,9,1,212,416,999,9,1
2023HU1126428,213,442,416,9,1,1,34,8,33,50,22,1,1,21,2nd gen,Male,Married,30-39,No,No,Yes,No,Other White,8,34,213,442,416,9,1,33,50,22,1,1
2023HU1230766,212,416,999,1,1,2,39,9,24,22,32,1,1,21,1st gen,Female,Married,30-39,No,No,Yes,No,Other White,9,39,212,416,999,1,1,24,22,32,1,1
2024HU0186591,212,999,999,1,1,2,40,10,36,999,999,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,10,40,212,999,999,1,1,36,999,999,1,1
2024HU0274776,24,22,416,1,1,1,41,21,51,22,999,1,1,23,2nd gen,Male,Married,40-49,No,No,Yes,No,Other White,21,41,24,22,416,1,1,51,22,999,1,1
2024HU0709246,212,416,999,1,1,1,67,12,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,12,67,212,416,999,1,1,212,416,999,1,1
2024HU0760035,212,999,999,1,1,1,56,7,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,7,56,212,999,999,1,1,212,416,999,1,1
2024HU0837747,212,416,999,1,1,2,43,12,31,50,999,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,12,43,212,416,999,1,1,31,50,999,1,1
2024HU1076398,212,416,999,1,1,2,77,13,212,416,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,13,77,212,416,999,1,1,212,416,999,1,1
2021HU1187662,36,416,615,6,1,1,50,5,12,51,24,1,1,21,2nd gen,Male,Married,50-59,No,No,Yes,No,Other White,5,50,36,416,615,6,1,12,51,24,1,1
2022HU0018578,11,416,999,1,1,2,33,7,54,416,999,1,1,21,2nd gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,7,33,11,416,999,1,1,54,416,999,1,1
2022HU0079016,212,416,999,9,1,2,40,15,233,51,999,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,15,40,212,416,999,9,1,233,51,999,1,1
2022HU0220719,212,999,999,1,1,2,42,14,25,999,999,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,14,42,212,999,999,1,1,25,999,999,1,1
2022HU0979902,139,416,999,1,1,2,66,15,42,51,999,1,1,21,2nd gen,Female,Married,60-69,No,No,Yes,No,Other White,15,66,139,416,999,1,1,42,51,999,1,1
2022HU1003602,51,416,999,1,1,2,45,13,34,51,32,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,13,45,51,416,999,1,1,34,51,32,1,1
2022HU1252830,6,416,999,1,1,2,29,41,41,148,111,1,1,22,2nd gen,Female,Unmarried partner,20-29,No,No,Yes,No,Other White,41,29,6,416,999,1,1,41,148,111,1,1
2022HU1418314,1,416,999,1,1,1,37,8,17,142,32,1,1,22,2nd gen,Male,Unmarried partner,30-39,No,No,Yes,No,Other White,8,37,1,416,999,1,1,17,142,32,1,1
2022HU1442283,6,416,999,9,1,2,29,15,110,22,416,9,1,22,2nd gen,Female,Unmarried partner,20-29,Yes,Yes,No,No,Iranian,15,29,6,416,999,9,1,110,22,416,9,1
2023HU0118337,212,416,999,1,1,1,41,20,24,21,32,1,1,22,1st gen,Male,Unmarried partner,40-49,No,No,Yes,No,Other White,20,41,212,416,999,1,1,24,21,32,1,1
2023HU0246583,212,416,999,1,1,2,40,19,6,750,999,6,1,21,1st gen,Female,Married,40-49,No,No,No,No,Other,19,40,212,416,999,1,1,6,750,999,6,1
2023HU0363639,24,416,999,9,1,2,32,5,20,22,50,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,5,32,24,416,999,9,1,20,22,50,1,1
2023HU0371901,36,416,32,1,1,2,33,41,407,599,999,2,1,21,2nd gen,Female,Married,30-39,No,No,No,No,Other,41,33,36,416,32,1,1,407,599,999,2,1
2023HU0546949,212,416,999,1,1,1,30,16,6,416,999,1,1,21,1st gen,Male,Married,30-39,Yes,Yes,Yes,No,Iranian,16,30,212,416,999,1,1,6,416,999,1,1
2023HU0566125,212,416,999,1,1,2,47,9,51,32,999,1,1,21,1st gen,Female,Married,40-49,No,No,Yes,No,Other White,9,47,212,416,999,1,1,51,32,999,1,1
2020HU0516978,212,416,999,1,1,2,54,8,36,32,50,1,1,21,1st gen,Female,Married,50-59,No,No,Yes,No,Other White,8,54,212,416,999,1,1,36,32,50,1,1
2021HU0530307,10,416,22,1,1,1,39,14,34,51,144,1,1,21,2nd gen,Male,Married,30-39,No,No,Yes,No,Other White,14,39,10,416,22,1,1,34,51,144,1,1
2023HU0998224,212,924,740,9,1,1,45,11,35,291,999,1,24,21,1st gen,Male,Married,40-49,No,No,No,Yes,Hispanic,11,45,212,924,740,9,1,35,291,999,1,24
2024HU0219351,212,416,999,1,1,1,65,17,10,142,50,1,1,21,1st gen,Male,Married,60-69,No,No,Yes,No,Other White,17,65,212,416,999,1,1,10,142,50,1,1
2024HU0432476,212,416,999,1,1,1,79,8,42,32,999,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,8,79,212,416,999,1,1,42,32,999,1,1
2022HU0827763,212,999,999,1,1,2,39,19,212,416,999,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,19,39,212,999,999,1,1,212,416,999,1,1
2022HU0935007,212,416,999,1,1,2,67,17,10,22,50,9,1,21,1st gen,Female,Married,60-69,No,No,No,No,Other,17,67,212,416,999,1,1,10,22,50,9,1
2020HU0008551,12,88,416,9,1,1,38,36,13,50,999,1,1,21,2nd gen,Male,Married,30-39,No,No,Yes,No,Other White,36,38,12,88,416,9,1,13,50,999,1,1
2020HU0019813,212,490,999,1,1,2,33,17,212,490,999,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,17,33,212,490,999,1,1,212,490,999,1,1
2020HU0142663,212,416,999,1,1,2,75,9,212,416,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,9,75,212,416,999,1,1,212,416,999,1,1
2020HU0145644,212,416,999,1,1,2,47,10,6,416,222,1,7,21,1st gen,Female,Married,40-49,Yes,Yes,No,Yes,Iranian,10,47,212,416,999,1,1,6,416,222,1,7
2020HU0249930,212,416,999,1,1,2,61,9,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,9,61,212,416,999,1,1,212,416,999,1,1
2020HU0289194,12,271,416,9,4,2,35,29,12,234,271,9,16,21,2nd gen,Female,Married,30-39,No,No,No,Yes,Hispanic,29,35,12,271,416,9,4,12,234,271,9,16
2020HU0298130,12,416,999,1,1,2,33,56,12,210,999,9,2,21,2nd gen,Female,Married,30-39,No,No,No,Yes,Hispanic,56,33,12,416,999,1,1,12,210,999,9,2
2020HU0353755,212,924,999,1,1,2,65,18,212,924,999,1,1,21,1st gen,Female,Married,60-69,Yes,No,Yes,No,Iranian,18,65,212,924,999,1,1,212,924,999,1,1
2020HU0360016,212,416,999,1,1,1,56,8,360,51,999,1,13,21,1st gen,Male,Married,50-59,No,No,No,Yes,Hispanic,8,56,212,416,999,1,1,360,51,999,1,13
2020HU0396300,212,416,999,1,1,1,62,7,6,50,999,1,1,21,1st gen,Male,Married,60-69,No,No,Yes,No,Other White,7,62,212,416,999,1,1,6,50,999,1,1
2020HU0412638,212,416,999,1,1,1,81,10,42,51,999,1,1,21,1st gen,Male,Married,80-89,No,No,Yes,No,Other White,10,81,212,416,999,1,1,42,51,999,1,1
2020HU0417737,212,416,999,1,1,1,71,8,104,103,999,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,8,71,212,416,999,1,1,104,103,999,1,1
2020HU0429108,212,416,999,1,1,2,71,29,212,416,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,29,71,212,416,999,1,1,212,416,999,1,1
2020HU0482206,212,416,999,1,1,2,51,65,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,65,51,212,416,999,1,1,212,416,999,1,1
2020HU0608752,301,416,999,1,1,1,64,21,21,22,97,1,1,21,2nd gen,Male,Married,60-69,No,No,Yes,No,Other White,21,64,301,416,999,1,1,21,22,97,1,1
2020HU0720822,212,416,999,1,1,1,57,26,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,26,57,212,416,999,1,1,212,416,999,1,1
2020HU0729349,212,416,999,1,1,1,40,200,212,416,999,1,1,22,1st gen,Male,Unmarried partner,40-49,Yes,Yes,Yes,No,Iranian,200,40,212,416,999,1,1,212,416,999,1,1
2020HU0734794,212,416,999,1,1,1,52,23,36,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,23,52,212,416,999,1,1,36,416,999,1,1
2020HU0795839,36,50,416,1,1,2,67,43,53,88,999,1,1,22,2nd gen,Female,Unmarried partner,60-69,No,No,Yes,No,Other White,43,67,36,50,416,1,1,53,88,999,1,1
2020HU0803343,212,416,999,1,1,2,62,14,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,14,62,212,416,999,1,1,212,416,999,1,1
2020HU0832869,301,416,999,1,1,2,26,16,12,429,225,1,10,21,2nd gen,Female,Married,20-29,No,Yes,No,Yes,Other MENA,16,26,301,416,999,1,1,12,429,225,1,10
2020HU0838980,212,999,999,9,1,2,43,110,19,999,999,9,1,21,1st gen,Female,Married,40-49,No,No,No,No,Other,110,43,212,999,999,9,1,19,999,999,9,1
2020HU0851227,212,416,999,9,1,1,67,9,51,32,88,1,1,21,1st gen,Male,Married,60-69,No,No,Yes,No,Other White,9,67,212,416,999,9,1,51,32,88,1,1
2020HU0897895,212,416,999,1,1,2,51,5,36,32,50,1,1,21,1st gen,Female,Married,50-59,No,No,Yes,No,Other White,5,51,212,416,999,1,1,36,32,50,1,1
2020HU0929886,36,416,939,1,1,2,54,25,36,939,999,1,1,22,2nd gen,Female,Unmarried partner,50-59,No,No,Yes,No,Other White,25,54,36,416,939,1,1,36,939,999,1,1
2020HU0936852,200,416,999,1,1,1,28,58,23,50,999,1,1,21,2nd gen,Male,Married,20-29,No,No,Yes,No,Other White,58,28,200,416,999,1,1,23,50,999,1,1
2020HU0944168,214,416,419,1,1,1,44,21,39,32,26,1,1,21,2nd gen,Male,Married,40-49,No,No,Yes,No,Other White,21,44,214,416,419,1,1,39,32,26,1,1
2020HU0958098,210,416,999,9,1,2,61,20,453,416,999,9,1,21,2nd gen,Female,Married,60-69,Yes,Yes,No,No,Iranian,20,61,210,416,999,9,1,453,416,999,9,1
2020HU0961711,212,416,999,1,1,2,70,5,212,416,999,1,1,21,1st gen,Female,Married,70-79,Yes,Yes,Yes,No,Iranian,5,70,212,416,999,1,1,212,416,999,1,1
2020HU0998910,212,416,999,1,1,1,74,13,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,13,74,212,416,999,1,1,212,416,999,1,1
2020HU1002134,212,416,999,1,1,1,59,7,36,271,999,9,4,21,1st gen,Male,Married,50-59,No,No,No,Yes,Hispanic,7,59,212,416,999,1,1,36,271,999,9,4
2020HU1011103,212,416,999,1,1,2,40,18,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,18,40,212,416,999,1,1,212,416,999,1,1
2020HU1050421,212,416,999,1,1,1,52,65,47,50,999,1,1,21,1st gen,Male,Married,50-59,No,No,Yes,No,Other White,65,52,212,416,999,1,1,47,50,999,1,1
2020HU1054681,212,999,999,1,1,2,57,15,26,999,999,1,1,21,1st gen,Female,Married,50-59,No,No,Yes,No,Other White,15,57,212,999,999,1,1,26,999,999,1,1
2020HU1106481,233,416,720,9,1,1,32,24,12,32,87,1,1,22,2nd gen,Male,Unmarried partner,30-39,No,No,Yes,No,Other White,24,32,233,416,720,9,1,12,32,87,1,1
2021HU0003114,212,999,999,1,1,2,43,10,212,416,999,1,1,24,1st gen,Female,Unmarried partner,40-49,Yes,Yes,Yes,No,Iranian,10,43,212,999,999,1,1,212,416,999,1,1
2021HU0022492,212,615,999,6,1,2,45,4,210,615,999,6,1,21,1st gen,Female,Married,40-49,No,No,No,No,Other,4,45,212,615,999,6,1,210,615,999,6,1
2021HU0035812,212,416,999,1,1,1,76,9,36,22,50,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,9,76,212,416,999,1,1,36,22,50,1,1
2021HU0049800,212,939,999,1,1,1,64,25,1,939,999,1,1,21,1st gen,Male,Married,60-69,No,No,Yes,No,Other White,25,64,212,939,999,1,1,1,939,999,1,1
2021HU0163963,212,416,999,1,1,2,62,18,36,51,999,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,18,62,212,416,999,1,1,36,51,999,1,1
2021HU0166567,212,416,999,1,1,1,65,19,34,50,125,1,1,21,1st gen,Male,Married,60-69,No,No,Yes,No,Other White,19,65,212,416,999,1,1,34,50,125,1,1
2021HU0197701,212,416,999,9,1,2,71,14,212,416,999,9,1,21,1st gen,Female,Married,70-79,Yes,Yes,No,No,Iranian,14,71,212,416,999,9,1,212,416,999,9,1
2021HU0217046,212,416,999,1,1,1,85,13,48,87,999,1,1,21,1st gen,Male,Married,80-89,No,No,Yes,No,Other White,13,85,212,416,999,1,1,48,87,999,1,1
2021HU0263939,24,416,999,1,1,2,31,8,24,51,32,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,8,31,24,416,999,1,1,24,51,32,1,1
2021HU0281072,212,416,999,1,1,1,71,13,212,416,999,1,1,21,1st gen,Male,Married,70-79,Yes,Yes,Yes,No,Iranian,13,71,212,416,999,1,1,212,416,999,1,1
2021HU0294357,212,434,999,1,1,2,74,56,53,32,88,1,1,21,1st gen,Female,Married,70-79,No,No,Yes,No,Other White,56,74,212,434,999,1,1,53,32,88,1,1
2021HU0310782,212,999,999,1,1,1,55,11,72,425,999,1,4,21,1st gen,Male,Married,50-59,No,Yes,No,Yes,Other MENA,11,55,212,999,999,1,1,72,425,999,1,4
2021HU0331690,12,416,999,1,1,2,41,6,24,51,32,1,1,21,2nd gen,Female,Married,40-49,No,No,Yes,No,Other White,6,41,12,416,999,1,1,24,51,32,1,1
2021HU0341808,212,999,999,1,1,2,80,37,42,999,999,1,1,21,1st gen,Female,Married,80-89,No,No,Yes,No,Other White,37,80,212,999,999,1,1,42,999,999,1,1
2021HU0343577,212,26,999,1,1,2,67,16,24,32,51,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,16,67,212,26,999,1,1,24,32,51,1,1
2021HU0372511,212,416,999,1,1,2,65,9,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,9,65,212,416,999,1,1,212,416,999,1,1
2021HU0459191,212,998,999,1,1,1,76,10,17,998,999,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,10,76,212,998,999,1,1,17,998,999,1,1
2021HU0518889,212,416,999,1,1,2,69,16,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,16,69,212,416,999,1,1,212,416,999,1,1
2021HU0521012,212,416,999,1,1,1,94,17,163,483,999,1,1,21,1st gen,Male,Married,NA,No,Yes,Yes,No,Other MENA,17,94,212,416,999,1,1,163,483,999,1,1
2021HU0529216,212,416,999,1,1,2,30,65,212,416,999,1,1,21,1st gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,65,30,212,416,999,1,1,212,416,999,1,1
2021HU0533150,212,416,999,1,1,2,41,10,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,10,41,212,416,999,1,1,212,416,999,1,1
2021HU0558201,212,416,999,1,1,2,31,7,10,50,22,1,1,21,1st gen,Female,Married,30-39,No,No,Yes,No,Other White,7,31,212,416,999,1,1,10,50,22,1,1
2021HU0572682,212,416,999,1,1,2,47,7,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,7,47,212,416,999,1,1,212,416,999,1,1
2021HU0574901,12,271,416,1,4,1,34,23,13,416,999,1,1,22,2nd gen,Male,Unmarried partner,30-39,Yes,Yes,Yes,No,Iranian,23,34,12,271,416,1,4,13,416,999,1,1
2021HU0588679,212,416,999,9,1,2,55,10,212,416,999,9,1,21,1st gen,Female,Married,50-59,Yes,Yes,No,No,Iranian,10,55,212,416,999,9,1,212,416,999,9,1
2021HU0657134,212,416,999,1,1,2,30,14,39,183,11,1,1,21,1st gen,Female,Married,30-39,No,No,Yes,No,Other White,14,30,212,416,999,1,1,39,183,11,1,1
2021HU0704339,212,416,999,1,1,2,57,9,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,9,57,212,416,999,1,1,212,416,999,1,1
2021HU0722792,212,416,999,1,1,2,43,9,212,416,999,1,1,21,1st gen,Female,Married,40-49,Yes,Yes,Yes,No,Iranian,9,43,212,416,999,1,1,212,416,999,1,1
2021HU0794168,212,416,999,1,1,1,78,9,18,32,50,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,9,78,212,416,999,1,1,18,32,50,1,1
2021HU0799405,212,416,999,1,1,1,60,14,212,416,999,1,1,21,1st gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,14,60,212,416,999,1,1,212,416,999,1,1
2021HU0800112,212,416,999,1,1,1,56,50,212,416,999,1,1,21,1st gen,Male,Married,50-59,Yes,Yes,Yes,No,Iranian,50,56,212,416,999,1,1,212,416,999,1,1
2021HU0823980,212,416,999,1,1,2,67,15,212,416,999,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,15,67,212,416,999,1,1,212,416,999,1,1
2021HU0838781,212,999,999,1,1,1,39,11,12,999,999,8,1,21,1st gen,Male,Married,30-39,No,No,No,No,Other,11,39,212,999,999,1,1,12,999,999,8,1
2021HU0853434,212,416,999,1,1,2,57,67,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,67,57,212,416,999,1,1,212,416,999,1,1
2021HU0901811,212,416,999,1,1,1,39,8,49,924,999,1,1,21,1st gen,Male,Married,30-39,No,No,Yes,No,Other White,8,39,212,416,999,1,1,49,924,999,1,1
2021HU0926330,212,416,999,1,1,1,48,12,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,12,48,212,416,999,1,1,212,416,999,1,1
2021HU0963184,13,416,999,1,1,2,32,7,12,416,50,1,1,21,2nd gen,Female,Married,30-39,Yes,Yes,Yes,No,Iranian,7,32,13,416,999,1,1,12,416,50,1,1
2021HU1028964,212,416,999,1,1,2,61,10,109,26,999,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,10,61,212,416,999,1,1,109,26,999,1,1
2021HU1029145,212,999,999,1,1,2,63,9,39,32,999,1,1,22,1st gen,Female,Unmarried partner,60-69,No,No,Yes,No,Other White,9,63,212,999,999,1,1,39,32,999,1,1
2021HU1128688,212,999,999,1,1,1,75,10,212,999,999,1,1,21,1st gen,Male,Married,70-79,Yes,No,Yes,No,Iranian,10,75,212,999,999,1,1,212,999,999,1,1
2021HU1133673,212,416,999,1,1,1,75,5,29,939,999,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,5,75,212,416,999,1,1,29,939,999,1,1
2021HU1163007,212,999,999,1,1,2,52,26,212,416,999,1,1,21,1st gen,Female,Married,50-59,Yes,Yes,Yes,No,Iranian,26,52,212,999,999,1,1,212,416,999,1,1
2023HU0609723,214,416,999,1,1,2,43,61,214,406,404,1,1,21,2nd gen,Female,Married,40-49,No,Yes,Yes,No,Other MENA,61,43,214,416,999,1,1,214,406,404,1,1
2023HU0672261,212,416,999,1,1,1,46,54,212,416,999,1,1,21,1st gen,Male,Married,40-49,Yes,Yes,Yes,No,Iranian,54,46,212,416,999,1,1,212,416,999,1,1
2023HU0676883,210,416,615,6,1,2,38,19,210,416,999,6,1,21,2nd gen,Female,Married,30-39,Yes,Yes,No,No,Iranian,19,38,210,416,615,6,1,210,416,999,6,1
2023HU0677748,12,32,416,1,1,1,22,45,12,32,50,1,1,22,2nd gen,Male,Unmarried partner,20-29,No,No,Yes,No,Other White,45,22,12,32,416,1,1,12,32,50,1,1
2023HU0698473,212,416,999,9,1,2,46,7,212,416,999,9,1,21,1st gen,Female,Married,40-49,Yes,Yes,No,No,Iranian,7,46,212,416,999,9,1,212,416,999,9,1
2023HU0722803,212,416,999,9,1,2,57,5,212,416,999,9,1,21,1st gen,Female,Married,50-59,Yes,Yes,No,No,Iranian,5,57,212,416,999,9,1,212,416,999,9,1
2023HU0786025,212,416,999,1,1,2,56,11,24,142,999,1,1,21,1st gen,Female,Married,50-59,No,No,Yes,No,Other White,11,56,212,416,999,1,1,24,142,999,1,1
2023HU0790244,245,416,999,1,1,2,34,15,36,87,32,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,15,34,245,416,999,1,1,36,87,32,1,1
2023HU0806496,212,416,999,1,1,2,69,31,11,142,109,1,1,21,1st gen,Female,Married,60-69,No,No,Yes,No,Other White,31,69,212,416,999,1,1,11,142,109,1,1
2023HU0814946,212,416,999,1,1,2,68,9,212,416,997,1,1,21,1st gen,Female,Married,60-69,Yes,Yes,Yes,No,Iranian,9,68,212,416,999,1,1,212,416,997,1,1
2023HU0824790,212,999,999,1,1,2,56,14,212,999,999,1,1,21,1st gen,Female,Married,50-59,Yes,No,Yes,No,Iranian,14,56,212,999,999,1,1,212,999,999,1,1
2023HU0880552,212,416,999,1,1,1,75,12,36,50,22,1,1,21,1st gen,Male,Married,70-79,No,No,Yes,No,Other White,12,75,212,416,999,1,1,36,50,22,1,1
2023HU1009601,4,416,917,1,1,2,31,16,36,924,999,1,1,21,2nd gen,Female,Married,30-39,No,No,Yes,No,Other White,16,31,4,416,917,1,1,36,924,999,1,1
2023HU1021879,212,416,999,1,1,1,43,25,24,22,50,1,1,22,1st gen,Male,Unmarried partner,40-49,No,No,Yes,No,Other White,25,43,212,416,999,1,1,24,22,50,1,1
2023HU1022144,453,416,999,1,1,1,62,13,210,416,999,1,1,21,2nd gen,Male,Married,60-69,Yes,Yes,Yes,No,Iranian,13,62,453,416,999,1,1,210,416,999,1,1
2023HU1034569,212,416,999,9,1,1,65,27,212,416,999,9,1,21,1st gen,Male,Married,60-69,Yes,Yes,No,No,Iranian,27,65,212,416,999,9,1,212,416,999,9,1
2023HU1070251,212,416,999,1,1,1,47,13,362,360,999,9,1,21,1st gen,Male,Married,40-49,No,No,No,No,Other,13,47,212,416,999,1,1,362,360,999,9,1
2023HU1075494,212,416,999,1,1,2,40,17,239,490,999,1,1,22,1st gen,Female,Unmarried partner,40-49,No,Yes,Yes,No,Other MENA,17,40,212,416,999,1,1,239,490,999,1,1
