YEAR,SERIAL,HHWT,STATEFIP,HHINCOME,PERWT,SEX,AGE,BPL,ANCESTR1,ANCESTR2,CITIZEN,YRIMMIG,SCHL,EMPSTAT,CLASSWKR,OCC,WKHP,INCTOT,INCWAGE,POVERTY,REGION,PUMA,educ_factor,age,gender,bpl,gen,class_wkrd,emp_stat,CITIZEN2,born_in_iran,any_iranian_anc,generation,is_child_of_iranian
2022,2022HU0736880,13,1,150000,17,1,2,1,22,416,1,1937,0,0,0,N,0,-19999,-1,501,3,02701,No schooling or N/A,2,Male,1,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0747383,13,1,76600,15,2,60,212,50,999,3,1964,22,1,1,0440,40,15600,15600,349,3,02801,Graduate degree,60,Female,212,1st gen,Private sector employee,Employed,US-born,TRUE,FALSE,First generation,FALSE
2022,2022HU0747383,13,1,76600,49,2,16,1,50,902,1,1937,12,6,0,N,0,0,0,349,3,02801,Some high school,16,Female,1,2nd gen,N/A,Not in labor force,US-born,FALSE,FALSE,Second+ generation,TRUE
2022,2022HU0842934,21,1,105750,22,1,60,212,32,50,3,1969,18,1,5,0220,45,83250,83000,501,3,02201,Some college,60,Male,212,1st gen,Public sector employee,Employed,US-born,TRUE,FALSE,First generation,FALSE
2022,2022HU0882846,25,1,91500,18,1,40,49,416,939,1,1937,22,1,2,3245,60,57000,57000,484,3,01201,Graduate degree,40,Male,49,2nd gen,Non-profit employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU0929491,11,1,154370,23,1,47,212,22,999,3,1976,21,1,1,4700,40,11550,11500,501,3,02400,Bachelors degree,47,Male,212,1st gen,Private sector employee,Employed,US-born,TRUE,FALSE,First generation,FALSE
2022,2022HU1088570,14,1,58980,13,1,68,212,416,999,4,1987,19,1,6,4760,40,58700,0,314,3,02801,Some college,68,Male,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1116526,16,1,47000,15,1,69,212,416,999,4,1971,21,6,0,N,0,11000,0,285,3,01501,Bachelors degree,69,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1116526,16,1,47000,15,2,58,212,416,999,4,1994,16,1,6,4500,35,36000,0,285,3,01501,High school degree,58,Female,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1126740,33,1,95000,33,1,27,1,416,999,1,1937,21,1,1,1410,40,95000,95000,427,3,01202,Bachelors degree,27,Male,1,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1126740,33,1,95000,39,2,2,1,26,416,1,1937,0,0,0,N,0,-19999,-1,427,3,01202,No schooling or N/A,2,Female,1,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1187976,5,1,42700,8,1,63,212,999,999,4,1960,18,6,0,N,0,42700,0,232,3,02400,Some college,63,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU1246201,8,1,151800,7,2,69,212,416,999,4,1983,16,6,0,N,0,1800,0,501,3,01201,High school degree,69,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1362901,19,1,59700,20,1,35,212,416,999,5,2015,24,1,4,1410,60,59700,55000,412,3,01202,Graduate degree,35,Male,212,1st gen,Public sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU1384479,21,1,141000,21,2,33,1,924,416,1,1937,21,1,3,2330,40,49000,49000,496,3,00300,Bachelors degree,33,Female,1,2nd gen,Public sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1384479,21,1,141000,18,1,5,1,924,416,1,1937,1,0,0,N,0,-19999,-1,496,3,00300,Less than high school,5,Male,1,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1384479,21,1,141000,33,2,2,1,924,416,1,1937,0,0,0,N,0,-19999,-1,496,3,00300,No schooling or N/A,2,Female,1,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1402759,16,1,53000,16,1,74,212,416,999,4,1973,21,6,0,N,0,15000,0,304,3,00401,Bachelors degree,74,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0002257,9,1,123000,13,2,32,13,416,999,1,1937,21,1,1,3330,40,65000,65000,501,3,02600,Bachelors degree,32,Female,13,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0002257,9,1,123000,12,2,12,12,785,999,1,1937,8,0,0,N,0,-19999,-1,501,3,02600,Less than high school,12,Female,12,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0118965,18,1,105000,18,1,41,1,416,50,1,1937,21,1,3,1410,40,85000,75000,300,3,02300,Bachelors degree,41,Male,1,2nd gen,Public sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0118965,18,1,105000,14,1,14,1,999,999,1,1937,11,0,0,N,0,-19999,-1,300,3,02300,Less than high school,14,Male,1,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0118965,18,1,105000,18,2,12,1,999,999,1,1937,8,0,0,N,0,-19999,-1,300,3,02300,Less than high school,12,Female,1,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0118965,18,1,105000,14,1,8,1,999,999,1,1937,5,0,0,N,0,-19999,-1,300,3,02300,Less than high school,8,Male,1,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0223035,15,1,275200,14,2,62,212,416,999,4,1985,23,1,1,3010,40,213000,213000,501,3,01600,Graduate degree,62,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0223035,15,1,275200,11,1,35,1,416,999,1,1937,22,1,5,0150,40,62200,52000,501,3,01600,Graduate degree,35,Male,1,2nd gen,Public sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0251610,84,1,486900,84,2,49,17,416,999,1,1937,22,3,1,2205,10,6900,6900,501,3,01404,Graduate degree,49,Female,17,2nd gen,Private sector employee,Unemployed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0251610,84,1,486900,103,1,51,212,416,999,4,2003,23,1,1,3090,50,480000,480000,501,3,01404,Graduate degree,51,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0372611,22,1,132900,22,1,72,212,431,999,4,1972,24,1,1,1320,25,120900,75000,501,3,00402,Graduate degree,72,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU0372611,22,1,132900,30,1,42,8,431,22,1,1937,22,6,1,1010,0,0,0,501,3,00402,Graduate degree,42,Male,8,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,FALSE,Second+ generation,TRUE
2023,2023HU0380699,32,1,52400,35,1,26,301,402,416,5,2022,21,6,1,1240,40,20400,20400,264,3,01404,Bachelors degree,26,Male,301,2nd gen,Private sector employee,Not in labor force,Not a citizen,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0473699,23,1,76500,23,1,53,212,416,999,4,2009,16,1,1,9130,60,70000,70000,331,3,01502,High school degree,53,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0473699,23,1,76500,21,2,51,212,416,999,4,2009,16,6,0,N,0,0,0,331,3,01502,High school degree,51,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0473699,23,1,76500,28,2,21,212,416,999,4,2009,19,1,1,4700,19,6500,6500,331,3,01502,Some college,21,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU0499991,17,1,63000,17,1,36,1,416,939,1,1937,24,1,2,3090,80,63000,63000,399,3,01403,Graduate degree,36,Male,1,2nd gen,Non-profit employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2020,2020HU0214952,11,5,75000,16,2,58,212,416,999,4,1982,22,6,0,N,0,0,0,484,3,01000,Graduate degree,58,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU1124391,99,5,40000,93,1,60,212,416,999,4,1977,21,1,1,4700,70,40000,40000,193,3,00201,Bachelors degree,60,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU1124391,99,5,40000,86,2,17,27,32,142,1,1937,13,6,0,N,0,0,0,193,3,00201,Some high school,17,Female,27,2nd gen,N/A,Not in labor force,US-born,FALSE,FALSE,Second+ generation,TRUE
2021,2021HU0272291,50,5,50000,50,2,26,161,416,999,5,2019,21,1,1,5140,40,50000,50000,273,3,00201,Bachelors degree,26,Female,161,2nd gen,Private sector employee,Employed,Not a citizen,FALSE,TRUE,Second+ generation,FALSE
2021,2021HU0272291,50,5,50000,37,2,2,161,98,88,3,2020,0,0,0,N,0,-19999,-1,273,3,00201,No schooling or N/A,2,Female,161,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2021,2021HU0435032,62,5,174000,61,2,26,5,22,416,1,1937,20,1,2,2014,30,30000,30000,501,3,00900,Some college,26,Female,5,2nd gen,Non-profit employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2021,2021HU0435032,62,5,174000,58,2,13,5,22,918,1,1937,9,0,0,N,0,-19999,-1,501,3,00900,Less than high school,13,Female,5,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2021,2021HU0559219,11,5,20000,10,1,57,212,195,999,3,1978,19,1,2,4965,60,20000,20000,62,3,00300,Some college,57,Male,212,1st gen,Non-profit employee,Employed,US-born,TRUE,FALSE,First generation,FALSE
2021,2021HU0559219,11,5,20000,10,2,15,5,195,999,1,1937,11,0,0,N,0,0,0,62,3,00300,Less than high school,15,Female,5,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2021,2021HU0559219,11,5,20000,12,1,12,5,195,999,1,1937,9,0,0,N,0,-19999,-1,62,3,00300,Less than high school,12,Male,5,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2021,2021HU0559219,11,5,20000,11,1,8,5,195,999,1,1937,5,0,0,N,0,-19999,-1,62,3,00300,Less than high school,8,Male,5,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2021,2021HU0670973,10,5,109100,11,2,64,212,999,999,4,1958,21,6,0,N,0,6100,0,333,3,00300,Bachelors degree,64,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2021,2021HU0670973,10,5,109100,14,2,45,5,999,999,1,1937,16,1,1,4020,35,18000,18000,333,3,00300,High school degree,45,Female,5,2nd gen,Private sector employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2021,2021HU0670973,10,5,109100,10,1,44,5,999,999,1,1937,16,1,1,9570,40,35000,35000,333,3,00300,High school degree,44,Male,5,2nd gen,Private sector employee,Employed,US-born,FALSE,FALSE,Second+ generation,TRUE
2021,2021HU0670973,10,5,109100,9,1,4,212,999,999,3,2018,2,0,0,N,0,-19999,-1,333,3,00300,Less than high school,4,Male,212,1st gen,N/A,N/A,US-born,TRUE,FALSE,First generation,FALSE
2023,2023HU1316486,13,5,188000,14,1,41,212,416,999,4,2012,24,1,4,2205,40,180000,180000,501,3,01502,Graduate degree,41,Male,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1316486,13,5,188000,13,2,41,212,416,999,4,2012,21,1,1,0530,40,8000,8000,501,3,01502,Bachelors degree,41,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2023,2023HU1316486,13,5,188000,18,2,11,212,999,999,4,2012,9,0,0,N,0,-19999,-1,501,3,01502,Less than high school,11,Female,212,1st gen,N/A,N/A,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2023,2023HU1316486,13,5,188000,18,2,6,48,999,999,1,1937,1,0,0,N,0,-19999,-1,501,3,01502,Less than high school,6,Female,48,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024GQ0034609,0,5,-60000,14,2,26,109,416,999,4,2004,21,6,1,2545,0,0,0,-1,3,00700,Bachelors degree,26,Female,109,2nd gen,Private sector employee,Not in labor force,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2024,2024GQ0042240,0,5,-60000,16,2,26,109,416,999,4,2004,21,6,1,2545,0,0,0,-1,3,00700,Bachelors degree,26,Female,109,2nd gen,Private sector employee,Not in labor force,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2024,2024GQ0054327,0,5,-60000,1,2,26,109,416,999,4,2004,21,6,1,2545,0,0,0,-1,3,00700,Bachelors degree,26,Female,109,2nd gen,Private sector employee,Not in labor force,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2024,2024GQ0171693,0,5,-60000,16,2,26,109,416,999,4,2004,21,6,1,2545,0,0,0,-1,3,00700,Bachelors degree,26,Female,109,2nd gen,Private sector employee,Not in labor force,Naturalized citizen,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0151319,5,5,41200,12,2,71,212,999,999,4,1979,19,6,0,N,0,15900,0,219,3,01502,Some college,71,Female,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2024,2024HU0489806,9,5,223000,10,1,54,212,416,999,3,1971,21,1,1,1430,84,90000,90000,501,3,01100,Bachelors degree,54,Male,212,1st gen,Private sector employee,Employed,US-born,TRUE,TRUE,First generation,FALSE
2024,2024HU0489806,9,5,223000,7,1,20,48,221,32,1,1937,19,6,0,N,0,0,0,501,3,01100,Some college,20,Male,48,2nd gen,N/A,Not in labor force,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0489806,9,5,223000,7,2,17,5,221,32,1,1937,14,6,0,N,0,0,0,501,3,01100,Some high school,17,Female,5,2nd gen,N/A,Not in labor force,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0542979,16,5,21000,16,2,38,47,416,999,1,1937,16,1,1,0310,30,14000,14000,56,3,00700,High school degree,38,Female,47,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0542979,16,5,21000,33,2,15,5,999,999,1,1937,12,0,0,N,0,0,0,56,3,00700,Some high school,15,Female,5,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0542979,16,5,21000,30,2,2,5,999,999,1,1937,0,0,0,N,0,-19999,-1,56,3,00700,No schooling or N/A,2,Female,5,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0542979,16,5,21000,27,1,1,5,999,999,1,1937,0,0,0,N,0,-19999,-1,56,3,00700,No schooling or N/A,1,Male,5,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2024,2024HU0765751,30,5,300000,30,1,33,5,416,939,1,1937,23,1,7,3010,35,150000,100000,501,3,01502,Graduate degree,33,Male,5,2nd gen,Self-employed,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0765751,30,5,300000,44,1,1,5,416,924,1,1937,0,0,0,N,0,-19999,-1,501,3,01502,No schooling or N/A,1,Male,5,2nd gen,N/A,N/A,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU0894897,9,5,31900,3,2,25,5,924,416,1,1937,22,1,1,0735,40,30000,30000,155,3,01300,Graduate degree,25,Female,5,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU1358180,10,5,43500,10,2,60,212,416,939,4,1975,18,6,1,4110,0,0,0,208,3,00400,Some college,60,Female,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2024,2024HU1379978,4,5,53600,5,2,78,20,22,416,1,1937,18,6,0,N,0,53600,0,363,3,00300,Some college,78,Female,20,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2024,2024HU1425990,13,5,27000,13,1,28,212,416,999,5,2022,22,6,6,1970,20,27000,0,168,3,00202,Graduate degree,28,Male,212,1st gen,Self-employed,Not in labor force,Not a citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0334815,18,5,27000,19,2,41,212,416,999,5,2013,24,1,4,3090,60,27000,27000,147,3,01300,Graduate degree,41,Female,212,1st gen,Public sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0334815,18,5,27000,11,2,73,212,416,999,5,2019,11,6,0,N,0,0,0,147,3,01300,Less than high school,73,Female,212,1st gen,N/A,Not in labor force,Not a citizen,TRUE,TRUE,First generation,FALSE
2022,2022HU0574190,18,5,91000,18,1,29,212,999,999,4,2009,16,1,1,6200,40,55000,55000,482,3,01501,High school degree,29,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU1046606,18,5,426000,17,1,60,13,22,416,1,1937,23,1,1,3090,50,426000,426000,501,3,01502,Graduate degree,60,Male,13,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1056466,68,5,64000,68,1,43,212,825,999,5,2010,16,1,1,7810,36,28000,28000,120,3,00500,High school degree,43,Male,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU1056466,68,5,64000,60,1,14,212,825,999,5,2010,11,0,0,N,0,-19999,-1,120,3,00500,Less than high school,14,Male,212,1st gen,N/A,N/A,Not a citizen,TRUE,FALSE,First generation,FALSE
2022,2022HU1056466,68,5,64000,60,2,12,19,825,999,1,1937,9,0,0,N,0,-19999,-1,120,3,00500,Less than high school,12,Female,19,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2022,2022HU1144631,27,5,60000,27,1,25,39,416,999,1,1937,21,1,1,2810,45,60000,50000,406,3,00201,Bachelors degree,25,Male,39,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1268108,8,5,86600,8,2,47,5,939,416,1,1937,16,1,6,4510,38,74600,35000,501,3,00900,High school degree,47,Female,5,2nd gen,Self-employed,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1271151,13,5,116800,13,2,29,5,416,999,1,1937,20,6,1,4030,0,0,0,501,3,01502,Some college,29,Female,5,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1422495,31,5,91000,31,1,42,5,195,416,1,1937,19,1,1,1006,45,91000,91000,501,3,01502,Some college,42,Male,5,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2022,2022HU1430399,23,5,58400,24,1,37,47,50,416,1,1937,15,1,1,9210,40,37400,37400,256,3,01600,Some high school,37,Male,47,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0176949,29,5,234300,29,1,28,6,416,32,1,1937,21,1,1,1021,40,174300,100000,501,3,01501,Bachelors degree,28,Male,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0198016,104,5,57600,18,2,47,6,416,999,1,1937,17,6,0,N,0,11500,0,183,3,01300,High school degree,47,Female,6,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0198016,104,5,57600,4,1,28,6,290,416,1,1937,16,1,1,6230,30,14200,14200,183,3,01300,High school degree,28,Male,6,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2023,2023HU0198016,104,5,57600,4,2,20,6,290,416,1,1937,16,6,1,4720,45,3100,3100,183,3,01300,High school degree,20,Female,6,2nd gen,Private sector employee,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2020,2020GQ0000619,0,4,-60000,12,1,60,212,416,999,4,1990,16,6,0,N,0,0,0,-1,4,01000,High school degree,60,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020GQ0031308,0,4,-60000,11,1,60,212,416,999,4,1990,16,6,0,N,0,0,0,-1,4,00805,High school degree,60,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020GQ0140462,0,4,-60000,10,1,60,212,416,999,4,1990,16,6,0,N,0,0,0,-1,4,01903,High school degree,60,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020GQ0176516,0,4,-60000,9,1,60,212,416,999,4,1990,16,6,0,N,0,0,0,-1,4,00805,High school degree,60,Male,212,1st gen,N/A,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0025331,123,4,85000,201,2,36,212,997,999,5,2020,22,1,1,2310,50,20000,20000,492,4,00900,Graduate degree,36,Female,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,FALSE,First generation,FALSE
2020,2020HU0049901,10,4,145600,11,1,69,212,416,999,4,1983,19,1,1,4720,40,55000,40000,444,4,01903,Some college,69,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0049901,10,4,145600,9,2,35,4,210,416,1,1937,23,1,1,4850,40,36000,36000,501,4,01903,Graduate degree,35,Female,4,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2020,2020HU0070329,99,4,30000,99,1,40,212,999,999,5,2014,16,3,1,5230,0,0,0,115,4,00101,High school degree,40,Male,212,1st gen,Private sector employee,Unemployed,Not a citizen,TRUE,FALSE,First generation,FALSE
2020,2020HU0070329,99,4,30000,77,1,3,4,999,999,1,1937,1,0,0,N,0,-19999,-1,115,4,00101,Less than high school,3,Male,4,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2020,2020HU0070329,99,4,30000,86,2,1,4,999,999,1,1937,0,0,0,N,0,-19999,-1,115,4,00101,No schooling or N/A,1,Female,4,2nd gen,N/A,N/A,US-born,FALSE,FALSE,Second+ generation,TRUE
2020,2020HU0077791,29,4,281000,28,1,57,212,416,999,4,1989,22,1,1,1010,40,145000,145000,501,4,00113,Graduate degree,57,Male,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0077791,29,4,281000,24,2,60,212,416,999,4,1985,20,1,1,3645,40,36000,36000,501,4,00113,Some college,60,Female,212,1st gen,Private sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0077791,29,4,281000,38,2,24,9,416,999,1,1937,21,6,0,N,0,0,0,501,4,00113,Bachelors degree,24,Female,9,2nd gen,N/A,Not in labor force,US-born,FALSE,TRUE,Second+ generation,FALSE
2020,2020HU0077791,29,4,281000,30,1,21,9,416,999,1,1937,21,1,1,1010,40,100000,100000,501,4,00113,Bachelors degree,21,Male,9,2nd gen,Private sector employee,Employed,US-born,FALSE,TRUE,Second+ generation,FALSE
2020,2020HU0133889,77,4,120010,77,1,53,212,999,999,4,1991,24,1,3,2100,40,120010,120000,501,4,00602,Graduate degree,53,Male,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2020,2020HU0135844,18,4,26800,18,1,29,212,416,999,4,2012,22,1,4,2205,40,26800,26000,201,4,01906,Graduate degree,29,Male,212,1st gen,Public sector employee,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0167974,58,4,8500,58,1,29,212,483,999,4,2001,22,6,1,4130,0,0,0,49,4,01909,Graduate degree,29,Male,212,1st gen,Private sector employee,Not in labor force,Naturalized citizen,TRUE,FALSE,First generation,FALSE
2020,2020HU0182510,156,4,57000,157,1,33,212,416,999,5,2017,22,1,1,9150,60,46000,46000,331,4,00807,Graduate degree,33,Male,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0182510,156,4,57000,195,2,32,212,416,999,5,2017,22,1,1,6050,40,11000,11000,331,4,00807,Graduate degree,32,Female,212,1st gen,Private sector employee,Employed,Not a citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0190947,51,4,738000,50,1,48,212,416,999,4,1979,23,1,7,3120,50,702000,410000,501,4,00112,Graduate degree,48,Male,212,1st gen,Self-employed,Employed,Naturalized citizen,TRUE,TRUE,First generation,FALSE
2020,2020HU0190947,51,4,738000,55,2,45,212,416,999,4,1985,23,6,7,0350,15,36000,36000,501,4,00112,Graduate degree,45,Female,212,1st gen,Self-employed,Not in labor force,Naturalized citizen,TRUE,TRUE,First generation,FALSE
