p10,p20,p25,p30,p40,p50,p60,p70,p75,p80,p90,p95,p99,median,n_total,total_weighted,unit,survey,years,age_restriction
22000,39500,46500,54000,70000,85800,105000,129000,144000,161500,225000,306500,626000,85800,2712635,64628868,household,acs5,2020-2024,reference person aged 25-54
